#TYPE System.Data.DataRow
"FileName","ARCH","DotNET","ASLR","DEP","Authenticode","StrongNaming","SafeSEH","ControlFlowGuard","HighentropyVA"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Caching.Memory.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.Binder.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.CommandLine.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.EnvironmentVariables.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.FileExtensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.Json.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Configuration.UserSecrets.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.DependencyInjection.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.DependencyInjection.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.FileProviders.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.FileProviders.Physical.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.FileSystemGlobbing.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Hosting.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Hosting.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Hosting.WindowsServices.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.Configuration.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.Console.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.Debug.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.EventLog.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Logging.EventSource.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Options.ConfigurationExtensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Options.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Extensions.Primitives.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Identity.Client.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.IdentityModel.JsonWebTokens.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.IdentityModel.Logging.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.IdentityModel.Protocols.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.IdentityModel.Protocols.OpenIdConnect.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.IdentityModel.Tokens.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.OpenApi.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Win32.Registry.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Microsoft.Win32.SystemEvents.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Newtonsoft.Json.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\sni.dll","AMD64","False","True","True","True","N/A","N/A","True","True"
"C:\EBI_Tema\GRPCRest\Swashbuckle.AspNetCore.Swagger.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Swashbuckle.AspNetCore.SwaggerGen.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\Swashbuckle.AspNetCore.SwaggerUI.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.CodeDom.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Collections.Immutable.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.ComponentModel.Annotations.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Configuration.ConfigurationManager.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Diagnostics.DiagnosticSource.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Diagnostics.EventLog.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Drawing.Common.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.IdentityModel.Tokens.Jwt.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Runtime.Caching.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Security.AccessControl.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Security.Cryptography.ProtectedData.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Security.Permissions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Security.Principal.Windows.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.ServiceProcess.ServiceController.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Text.Json.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\System.Windows.Extensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\TemaGRPC.Data.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\TemaGRPC.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\TemaGRPC.ElectronicSignature.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\TemaGRPC.exe","AMD64","False","True","True","False","N/A","N/A","True","True"
"C:\EBI_Tema\GRPCRest\TemaGRPC.ExpressionBuilder.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\TemaGRPC.HscCli32.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCRest\TemaGRPC.RestApi.dll","AMD64","True","True","True","False","False","N/A","N/A","True"
"C:\EBI_Tema\GRPCRest\TemaGRPC.RestApi.exe","AMD64","False","True","True","False","N/A","N/A","True","True"
"C:\EBI_Tema\GRPCRest\TemaGRPC.RestApi.GrpcClient.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\unix\lib\netcoreapp2.1\System.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\unix\lib\netcoreapp2.1\System.Security.Principal.Windows.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\unix\lib\netcoreapp3.0\System.Drawing.Common.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\unix\lib\netcoreapp3.1\Microsoft.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp2.0\System.Diagnostics.EventLog.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp2.0\System.Security.AccessControl.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp2.1\System.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp2.1\System.Security.Principal.Windows.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp3.0\Microsoft.Win32.SystemEvents.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp3.0\System.Drawing.Common.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp3.0\System.Windows.Extensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netcoreapp3.1\Microsoft.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netstandard2.0\Microsoft.Win32.Registry.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netstandard2.0\System.Runtime.Caching.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netstandard2.0\System.Security.Cryptography.ProtectedData.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win\lib\netstandard2.0\System.ServiceProcess.ServiceController.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-arm\native\Microsoft.Data.SqlClient.SNI.dll","ARMNT","False","True","True","True","N/A","False","True","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-arm64\native\Microsoft.Data.SqlClient.SNI.dll","43620","False","True","True","True","N/A","True","True","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-arm64\native\sni.dll","43620","False","True","True","True","N/A","True","True","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-x64\native\Microsoft.Data.SqlClient.SNI.dll","AMD64","False","True","True","True","N/A","N/A","True","True"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-x64\native\sni.dll","AMD64","False","True","True","True","N/A","N/A","True","True"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-x86\native\Microsoft.Data.SqlClient.SNI.dll","I386","False","True","True","True","N/A","True","True","N/A"
"C:\EBI_Tema\GRPCTemaServices\runtimes\win-x86\native\sni.dll","I386","False","True","True","True","N/A","True","True","N/A"
"C:\EBI_Tema\GRPCTemaServices\AutoMapper.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\AutoMapper.Extensions.Microsoft.DependencyInjection.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\EntityFramework.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\EntityFramework.SqlServer.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Google.Protobuf.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.AspNetCore.Server.ClientFactory.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.AspNetCore.Server.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.AspNetCore.Web.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.Core.Api.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.Net.Client.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.Net.ClientFactory.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Grpc.Net.Common.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.EntityFrameworkCore.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.EntityFrameworkCore.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.EntityFrameworkCore.Relational.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.EntityFrameworkCore.SqlServer.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Caching.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Caching.Memory.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.Binder.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.CommandLine.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.EnvironmentVariables.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.FileExtensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.Json.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Configuration.UserSecrets.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.DependencyInjection.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.DependencyInjection.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.FileProviders.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.FileProviders.Physical.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.FileSystemGlobbing.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Hosting.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Hosting.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Hosting.WindowsServices.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.Abstractions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.Configuration.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.Console.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.Debug.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.EventLog.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Logging.EventSource.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Options.ConfigurationExtensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Options.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Extensions.Primitives.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Identity.Client.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.IdentityModel.JsonWebTokens.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.IdentityModel.Logging.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.IdentityModel.Protocols.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.IdentityModel.Protocols.OpenIdConnect.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.IdentityModel.Tokens.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Win32.Registry.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Microsoft.Win32.SystemEvents.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\Newtonsoft.Json.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.CodeDom.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Collections.Immutable.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.ComponentModel.Annotations.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Configuration.ConfigurationManager.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Data.SqlClient.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Diagnostics.DiagnosticSource.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Diagnostics.EventLog.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Drawing.Common.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.IdentityModel.Tokens.Jwt.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Runtime.Caching.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Security.AccessControl.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Security.Cryptography.ProtectedData.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Security.Permissions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Security.Principal.Windows.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.ServiceProcess.ServiceController.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Text.Json.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\System.Windows.Extensions.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\TemaGRPC.Data.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\TemaGRPC.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\TemaGRPC.ElectronicSignature.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\TemaGRPC.exe","AMD64","False","True","True","False","N/A","N/A","True","True"
"C:\EBI_Tema\GRPCTemaServices\TemaGRPC.ExpressionBuilder.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\GRPCTemaServices\TemaGRPC.HscCli32.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\AutoMapper.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Castle.Core.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.API.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.ApplicationServices.API.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.ApplicationServices.API.TEMA.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.ApplicationServices.Rest.TEMAContracts.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.ApplicationServices.Rest.TEMAIisHost.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.ApplicationServices.Rest.TEMAServices.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.Logger.Client.dll","I386","True","False","True","False","True","False","N/A","N/A"
"C:\EBI_Tema\Rest\bin\honeywell.server.security.aspnet.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\honeywell.server.security.identity.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.Security.OperatorService.Interfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.State.RedundantActiveServerFinder.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Server.WcfClientUtilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Honeywell.Utilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\Microsoft.Web.Infrastructure.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.Api.Swagger.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.Interfaces.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.OrmLite.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.OrmLite.SqlServer.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.Redis.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.ServiceInterface.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Rest\bin\WebActivator.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\Support\dotnet-hosting-3.1.22-win.exe","I386","False","True","True","True","N/A","True","False","N/A"
"C:\EBI_Tema\TemaConfig\packages\Microsoft.Web.Infrastructure.1.0.0.0\lib\net40\Microsoft.Web.Infrastructure.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.3.9.71\lib\net35\ServiceStack.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.3.9.71\lib\net35\ServiceStack.ServiceInterface.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Api.Swagger.3.9.71\lib\net35\ServiceStack.Api.Swagger.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Common.3.9.71\lib\net35\ServiceStack.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Common.3.9.71\lib\net35\ServiceStack.Interfaces.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Common.3.9.71\lib\sl5\ServiceStack.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Common.3.9.71\lib\sl5\ServiceStack.Interfaces.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.OrmLite.SqlServer.3.9.71\lib\net35\ServiceStack.OrmLite.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
